Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
MyD88	SP110	SP110	5	5	5	1	6	0	0	0	0	0	-14.84	0.83	0.6	
MyD88	AT131	AT131	6	6	6	1	2	0.58	0.58	0.58	0.58	0.58	0.3	3	0.05	
MyD88	BYST	BYST	8	8	8	1	9	0	0	0	0	0	-21.06	0.89	0.6	
MyD88	ATPG	ATPG	19	19	19	1	17	0	0	0	0	0	-33.32	1.12	0.57	
MyD88	LARP1	LARP1	17	17	17	1	7	0.13	0.13	0.13	0.13	0.13	-1.86	2.43	0.25	
MyD88	ARY1	ARY1	1	1	1	1	4	0	0	0	0	0	-14.51	0.25	0.6	
MyD88	LARP4	LARP4	8	8	8	1	4	0.03	0.03	0.03	0.03	0.03	-3.66	2	0.33	
MyD88	SC16A	SC16A	23	23	23	1	32	0	0	0	0	0	-81.53	0.72	0.6	
MyD88	LARP7	LARP7	3	3	3	1	4	0	0	0	0	0	-10.69	0.75	0.6	
MyD88	TNAP2	TNAP2	21	21	21	1	20	0	0	0	0	0	-40.99	1.05	0.58	
MyD88	TNAP3	TNAP3	5	5	5	1	2	0.28	0.28	0.28	0.28	0.28	-0.95	2.5	0.12	
MyD88	ATP6	ATP6	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	FXR1	FXR1	16	16	16	1	10	0	0	0	0	0	-13.22	1.6	0.49	
MyD88	FXR2	FXR2	5	5	5	1	3	0.01	0.01	0.01	0.01	0.01	-4.32	1.67	0.34	
MyD88	DHX29	DHX29	8	8	8	1	3	0.41	0.41	0.41	0.41	0.41	-0.38	2.67	0.11	
MyD88	CNDP2	CNDP2	9	9	9	1	3	0.7	0.7	0.7	0.7	0.7	0.86	3	0.04	
MyD88	NPM	NPM	6	6	6	1	7	0	0	0	0	0	-16.91	0.86	0.6	
MyD88	TTI2	TTI2	2	2	2	1	5	0	0	0	0	0	-16.35	0.4	0.6	
MyD88	WDTC1	WDTC1	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	DDX41	DDX41	6	6	6	1	5	0	0	0	0	0	-9.88	1.2	0.45	
MyD88	DDX42	DDX42	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	PTER	PTER	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	DDX47	DDX47	18	18	18	1	11	0	0	0	0	0	-13.9	1.64	0.49	
MyD88	DDX46	DDX46	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	AHR	AHR	3	3	3	1	2	0.03	0.03	0.03	0.03	0.03	-3.65	1.5	0.3	
MyD88	PTEN	PTEN	4	4	4	1	2	0.09	0.09	0.09	0.09	0.09	-2.27	2	0.25	
MyD88	POP1	POP1	8	8	8	1	11	0	0	0	0	0	-28.38	0.73	0.6	
MyD88	GATB	GATB	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	COMD9	COMD9	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	PRI1	PRI1	13	13	13	1	7	0	0	0	0	0	-7.08	1.86	0.41	
MyD88	KLC1	KLC1	16	16	16	1	7	0.04	0.04	0.04	0.04	0.04	-3.14	2.29	0.29	
MyD88	COMD4	COMD4	5	5	5	1	7	0	0	0	0	0	-18.5	0.71	0.6	
MyD88	CTF18	CTF18	10	10	10	1	8	0	0	0	0	0	-14.67	1.25	0.5	
MyD88	COMD2	COMD2	5	5	5	1	3	0.01	0.01	0.01	0.01	0.01	-4.32	1.67	0.34	
MyD88	COMD3	COMD3	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	CTCF	CTCF	1	1	1	1	6	0	0	0	0	0	-22.91	0.17	0.6	
MyD88	COMD1	COMD1	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	PYRG1	PYRG1	39	39	39	1	35	0	0	0	0	0	-67.78	1.11	0.59	
MyD88	CAP1	CAP1	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	PYRG2	PYRG2	9	9	9	1	11	0	0	0	0	0	-26.75	0.82	0.6	
MyD88	RGAP1	RGAP1	12	12	12	1	10	0	0	0	0	0	-18.81	1.2	0.53	
MyD88	TRI56	TRI56	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	QSOX2	QSOX2	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	QSOX1	QSOX1	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	PDS5A	PDS5A	29	29	29	1	27	0	0	0	0	0	-54.06	1.07	0.59	
MyD88	PDS5B	PDS5B	22	22	22	1	27	0	0	0	0	0	-64.56	0.81	0.6	
MyD88	ANX11	ANX11	17	17	17	1	0	1	1	1	1	1	26.9	170	0	
MyD88	BAZ2B	BAZ2B	10	10	10	1	14	0	0	0	0	0	-36.22	0.71	0.6	
MyD88	PP2AA	PP2AA	6	6	6	1	0	1	1	1	1	1	10.04	60	0	
MyD88	AROS	AROS	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	APOB	APOB	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	KBL	KBL	3	3	3	1	5	0	0	0	0	0	-14.42	0.6	0.6	
MyD88	RHG05	RHG05	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	NDUBA	NDUBA	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	AR6P4	AR6P4	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	SRP68	SRP68	37	37	37	1	44	0	0	0	0	0	-102.82	0.84	0.6	
MyD88	TIM29	TIM29	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	PHLA3	PHLA3	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	IF4E2	IF4E2	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	NF1	NF1	15	15	15	1	19	0	0	0	0	0	-46.46	0.79	0.6	
MyD88	MRE11	MRE11	5	5	5	1	4	0	0	0	0	0	-7.8	1.25	0.42	
MyD88	TIM21	TIM21	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	STRP1	STRP1	4	4	4	1	2	0.09	0.09	0.09	0.09	0.09	-2.27	2	0.25	
MyD88	KBP	KBP	12	12	12	1	6	0.01	0.01	0.01	0.01	0.01	-5.05	2	0.37	
MyD88	GPAA1	GPAA1	5	5	5	1	8	0	0	0	0	0	-22.28	0.62	0.6	
MyD88	CDAN1	CDAN1	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	ANR52	ANR52	4	4	4	1	3	0	0	0	0	0	-5.73	1.33	0.37	
MyD88	ANR50	ANR50	3	3	3	1	6	0	0	0	0	0	-18.29	0.5	0.6	
MyD88	BLM	BLM	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	RFOX2	RFOX2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	VKGC	VKGC	7	7	7	1	6	0	0	0	0	0	-11.95	1.17	0.48	
MyD88	PLPHP	PLPHP	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	DYH9	DYH9	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	RTTN	RTTN	3	3	3	1	5	0	0	0	0	0	-14.42	0.6	0.6	
MyD88	BNIP2	BNIP2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	TCAF1	TCAF1	13	13	13	1	10	0	0	0	0	0	-17.39	1.3	0.52	
MyD88	MPU1	MPU1	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	ES8L2	ES8L2	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	CATIN	CATIN	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	FLOT1	FLOT1	5	5	5	1	4	0	0	0	0	0	-7.8	1.25	0.42	
MyD88	FLOT2	FLOT2	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	EMC3	EMC3	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	CCDC6	CCDC6	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	EMC1	EMC1	7	7	7	1	5	0	0	0	0	0	-8.46	1.4	0.44	
MyD88	DEOC	DEOC	10	10	10	1	14	0	0	0	0	0	-36.22	0.71	0.6	
MyD88	NAB1	NAB1	5	5	5	1	1	0.89	0.89	0.89	0.89	0.89	2.06	5	0.02	
MyD88	MYH14	MYH14	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	RUVB1	RUVB1	18	18	18	1	4	1	1	1	1	1	8.26	4.5	0	
MyD88	RUVB2	RUVB2	31	31	31	1	3	1	1	1	1	1	26.74	10.33	0	
MyD88	OTUD4	OTUD4	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	AP3M1	AP3M1	12	12	12	1	16	0	0	0	0	0	-40.31	0.75	0.6	
MyD88	MOC2B	MOC2B	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	RTRAF	RTRAF	5	5	5	1	1	0.89	0.89	0.89	0.89	0.89	2.06	5	0.02	
MyD88	LRC8A	LRC8A	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	KTHY	KTHY	12	12	12	1	3	0.99	0.99	0.99	0.99	0.99	4.37	4	0	
MyD88	TSC2	TSC2	7	7	7	1	10	0	0	0	0	0	-26.34	0.7	0.6	
MyD88	HTRA1	HTRA1	2	2	2	1	8	0	0	0	0	0	-28.68	0.25	0.6	
MyD88	RED	RED	12	12	12	1	7	0	0	0	0	0	-8.43	1.71	0.43	
MyD88	TSC1	TSC1	4	4	4	1	2	0.09	0.09	0.09	0.09	0.09	-2.27	2	0.25	
MyD88	NEDD8	NEDD8	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	KANL2	KANL2	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	SMC3	SMC3	30	30	30	1	31	0	0	0	0	0	-66.69	0.97	0.6	
MyD88	SMC2	SMC2	47	47	47	1	49	0	0	0	0	0	-105.49	0.96	0.6	
MyD88	NEDD4	NEDD4	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	SMC4	SMC4	55	55	55	1	46	0	0	0	0	0	-83.44	1.2	0.59	
MyD88	MK14	MK14	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	SYIM	SYIM	19	19	19	1	12	0	0	0	0	0	-15.95	1.58	0.51	
MyD88	RB27A	RB27A	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	ADT3	ADT3	18	18	18	1	26	0	0	0	0	0	-67.6	0.69	0.6	
MyD88	SYIC	SYIC	76	76	76	1	68	0	0	0	0	0	-130.46	1.12	0.6	
MyD88	C2D2A	C2D2A	1	1	1	1	9	0	0	0	0	0	-35.8	0.11	0.6	
MyD88	MTA2	MTA2	4	4	4	1	6	0	0	0	0	0	-16.45	0.67	0.6	
MyD88	BIG2	BIG2	8	8	8	1	10	0	0	0	0	0	-24.68	0.8	0.6	
MyD88	BIG3	BIG3	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	BIG1	BIG1	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	EGLN1	EGLN1	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	PRDX5	PRDX5	8	8	8	1	2	0.93	0.93	0.93	0.93	0.93	2.66	4	0.02	
MyD88	ZN598	ZN598	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	NALP4	NALP4	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	FPPS	FPPS	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	LANC2	LANC2	4	4	4	1	0	1	1	1	1	1	6.73	40	0	
MyD88	LASP1	LASP1	12	12	12	1	0	1	1	1	1	1	19.4	120	0	
MyD88	ALG12	ALG12	3	3	3	1	7	0	0	0	0	0	-22.25	0.43	0.6	
MyD88	RIOK2	RIOK2	5	5	5	1	4	0	0	0	0	0	-7.8	1.25	0.42	
MyD88	RIOK3	RIOK3	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	SYWC	SYWC	5	5	5	1	3	0.01	0.01	0.01	0.01	0.01	-4.32	1.67	0.34	
MyD88	RIOK1	RIOK1	22	22	22	1	18	0	0	0	0	0	-32.54	1.22	0.57	
MyD88	LTV1	LTV1	17	17	17	1	14	0	0	0	0	0	-25.68	1.21	0.55	
MyD88	NAA35	NAA35	10	10	10	1	12	0	0	0	0	0	-28.81	0.83	0.6	
MyD88	PRDX4	PRDX4	6	6	6	1	2	0.58	0.58	0.58	0.58	0.58	0.3	3	0.05	
MyD88	RAB6B	RAB6B	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	VP33A	VP33A	11	11	11	1	6	0	0	0	0	0	-6.39	1.83	0.41	
MyD88	VP33B	VP33B	15	15	15	1	16	0	0	0	0	0	-35.58	0.94	0.6	
MyD88	RMD5A	RMD5A	4	4	4	1	0	1	1	1	1	1	6.73	40	0	
MyD88	RN121	RN121	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	PRS10	PRS10	15	15	15	1	11	0	0	0	0	0	-18.05	1.36	0.52	
MyD88	RBM5	RBM5	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	RBM3	RBM3	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	PRP4B	PRP4B	3	3	3	1	4	0	0	0	0	0	-10.69	0.75	0.6	
MyD88	SPCS2	SPCS2	5	5	5	1	3	0.01	0.01	0.01	0.01	0.01	-4.32	1.67	0.34	
MyD88	SPCS3	SPCS3	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	HCD2	HCD2	7	7	7	1	7	0	0	0	0	0	-15.47	1	0.6	
MyD88	AEBP2	AEBP2	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	EGFR	EGFR	4	4	4	1	0	1	1	1	1	1	6.73	40	0	
MyD88	ERD22	ERD22	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	S2540	S2540	5	5	5	1	6	0	0	0	0	0	-14.84	0.83	0.6	
MyD88	BAP1	BAP1	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	RS8	RS8	33	33	33	1	40	0	0	0	0	0	-94.57	0.82	0.6	
MyD88	AP1S1	AP1S1	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	TTC7A	TTC7A	3	3	3	1	2	0.03	0.03	0.03	0.03	0.03	-3.65	1.5	0.3	
MyD88	SCAP	SCAP	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	TDIF2	TDIF2	5	5	5	1	11	0	0	0	0	0	-34.04	0.45	0.6	
MyD88	RS5	RS5	13	13	13	1	12	0	0	0	0	0	-24.39	1.08	0.55	
MyD88	RS6	RS6	48	48	48	1	52	0	0	0	0	0	-114.7	0.92	0.6	
MyD88	TDIF1	TDIF1	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	RS2	RS2	41	41	41	1	43	0	0	0	0	0	-93.05	0.95	0.6	
MyD88	RS3	RS3	27	27	27	1	34	0	0	0	0	0	-82.23	0.79	0.6	
MyD88	FAK1	FAK1	11	11	11	1	2	1	1	1	1	1	5.95	5.5	0	
MyD88	VPS25	VPS25	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	NB5R3	NB5R3	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	NB5R1	NB5R1	4	4	4	1	6	0	0	0	0	0	-16.45	0.67	0.6	
MyD88	DAAF5	DAAF5	21	21	21	1	17	0	0	0	0	0	-30.47	1.24	0.56	
MyD88	ESYT1	ESYT1	12	12	12	1	3	0.99	0.99	0.99	0.99	0.99	4.37	4	0	
MyD88	DYR	DYR	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	SPTC2	SPTC2	8	8	8	1	4	0.03	0.03	0.03	0.03	0.03	-3.66	2	0.33	
MyD88	DYM	DYM	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	CABL1	CABL1	2	2	2	1	13	0	0	0	0	0	-49.98	0.15	0.6	
MyD88	FANCA	FANCA	5	5	5	1	7	0	0	0	0	0	-18.5	0.71	0.6	
MyD88	BOREA	BOREA	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	FA46A	FA46A	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	PRKRA	PRKRA	3	3	3	1	3	0	0	0	0	0	-7.18	1	0.6	
MyD88	TENS3	TENS3	13	13	13	1	13	0	0	0	0	0	-27.92	1	0.6	
MyD88	TENS4	TENS4	7	7	7	1	9	0	0	0	0	0	-22.62	0.78	0.6	
MyD88	CBWD1	CBWD1	2	2	2	1	3	0	0	0	0	0	-8.61	0.67	0.6	
MyD88	BCKD	BCKD	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	RS4X	RS4X	55	55	55	1	65	0	0	0	0	0	-150.93	0.85	0.6	
MyD88	SRR1L	SRR1L	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	RM51	RM51	3	3	3	1	1	0.44	0.44	0.44	0.44	0.44	-0.26	3	0.06	
MyD88	PDE12	PDE12	22	22	22	1	10	0.01	0.01	0.01	0.01	0.01	-5.22	2.2	0.37	
MyD88	TOP2A	TOP2A	67	67	67	1	92	0	0	0	0	0	-231.4	0.73	0.6	
MyD88	VIP2	VIP2	57	57	57	1	45	0	0	0	0	0	-77.12	1.27	0.59	
MyD88	EXOC2	EXOC2	19	19	19	1	41	0	0	0	0	0	-124.57	0.46	0.6	
MyD88	EXOC3	EXOC3	15	15	15	1	33	0	0	0	0	0	-101.01	0.45	0.6	
MyD88	TF2H3	TF2H3	4	4	4	1	8	0	0	0	0	0	-24.17	0.5	0.6	
MyD88	EXOC1	EXOC1	24	24	24	1	34	0	0	0	0	0	-87.34	0.71	0.6	
MyD88	EXOC6	EXOC6	4	4	4	1	6	0	0	0	0	0	-16.45	0.67	0.6	
MyD88	TF2H4	TF2H4	13	13	13	1	17	0	0	0	0	0	-42.36	0.76	0.6	
MyD88	EXOC4	EXOC4	45	45	45	1	51	0	0	0	0	0	-115.7	0.88	0.6	
MyD88	EXOC5	EXOC5	8	8	8	1	12	0	0	0	0	0	-32.15	0.67	0.6	
MyD88	TRIM5	TRIM5	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	ZNFX1	ZNFX1	6	6	6	1	2	0.58	0.58	0.58	0.58	0.58	0.3	3	0.05	
MyD88	CEPT1	CEPT1	1	1	1	1	3	0	0	0	0	0	-10.43	0.33	0.6	
MyD88	PHLB2	PHLB2	2	2	2	1	5	0	0	0	0	0	-16.35	0.4	0.6	
MyD88	HCDH	HCDH	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	SAS10	SAS10	4	4	4	1	5	0	0	0	0	0	-12.76	0.8	0.6	
MyD88	MON2	MON2	14	14	14	1	18	0	0	0	0	0	-44.41	0.78	0.6	
MyD88	BZW1	BZW1	18	18	18	1	14	0	0	0	0	0	-24.26	1.29	0.55	
MyD88	BZW2	BZW2	9	9	9	1	8	0	0	0	0	0	-16.1	1.12	0.51	
MyD88	SC11A	SC11A	8	8	8	1	5	0	0	0	0	0	-7.06	1.6	0.41	
MyD88	TBG1	TBG1	33	33	33	1	31	0	0	0	0	0	-62.36	1.06	0.59	
MyD88	RAD17	RAD17	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	MIO	MIO	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	TUSC3	TUSC3	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	UBR5	UBR5	14	14	14	1	8	0	0	0	0	0	-9.12	1.75	0.44	
MyD88	GMIP	GMIP	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	TRIPC	TRIPC	34	34	34	1	25	0	0	0	0	0	-39.98	1.36	0.58	
MyD88	ODBA	ODBA	4	4	4	1	1	0.72	0.72	0.72	0.72	0.72	0.95	4	0.03	
MyD88	PGH2	PGH2	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	DAB2	DAB2	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	LONM	LONM	36	36	36	1	45	0	0	0	0	0	-108.12	0.8	0.6	
MyD88	HYOU1	HYOU1	18	18	18	1	1	1	1	1	1	1	19.43	18	0	
MyD88	STRAP	STRAP	4	4	4	1	2	0.09	0.09	0.09	0.09	0.09	-2.27	2	0.25	
MyD88	NDK6	NDK6	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	AMPD2	AMPD2	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	NDKB	NDKB	6	6	6	1	5	0	0	0	0	0	-9.88	1.2	0.45	
MyD88	NDKA	NDKA	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	NOTC2	NOTC2	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	MOD5	MOD5	2	2	2	1	0	0.96	0.96	0.96	0.96	0.96	3.14	20	0.01	
MyD88	CE152	CE152	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	LIPL	LIPL	16	16	16	1	20	0	0	0	0	0	-48.52	0.8	0.6	
MyD88	SSH3	SSH3	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	CENPV	CENPV	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	RHGBA	RHGBA	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	NHEJ1	NHEJ1	4	4	4	1	1	0.72	0.72	0.72	0.72	0.72	0.95	4	0.03	
MyD88	KIFC1	KIFC1	3	3	3	1	0	0.99	0.99	0.99	0.99	0.99	4.99	30	0	
MyD88	ACTY	ACTY	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	ACTZ	ACTZ	5	5	5	1	4	0	0	0	0	0	-7.8	1.25	0.42	
MyD88	HNRPF	HNRPF	13	13	13	1	12	0	0	0	0	0	-24.39	1.08	0.55	
MyD88	HNRPC	HNRPC	4	4	4	1	3	0	0	0	0	0	-5.73	1.33	0.37	
MyD88	HNRPM	HNRPM	23	23	23	1	28	0	0	0	0	0	-66.62	0.82	0.6	
MyD88	NRBP	NRBP	5	5	5	1	0	1	1	1	1	1	8.41	50	0	
MyD88	RL36A	RL36A	30	30	30	1	28	0	0	0	0	0	-56.13	1.07	0.59	
MyD88	RSMN	RSMN	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	GPI8	GPI8	10	10	10	1	18	0	0	0	0	0	-51.61	0.56	0.6	
MyD88	HNRPU	HNRPU	20	20	20	1	13	0	0	0	0	0	-18.01	1.54	0.52	
MyD88	HNRPQ	HNRPQ	7	7	7	1	4	0.01	0.01	0.01	0.01	0.01	-5.01	1.75	0.36	
MyD88	GCP60	GCP60	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	RS17	RS17	24	24	24	1	27	0	0	0	0	0	-61.4	0.89	0.6	
MyD88	TRIP6	TRIP6	16	16	16	1	9	0	0	0	0	0	-9.81	1.78	0.45	
MyD88	PAPS2	PAPS2	22	22	22	1	7	0.99	0.99	0.99	0.99	0.99	4.3	3.14	0	
MyD88	TRIP4	TRIP4	7	7	7	1	5	0	0	0	0	0	-8.46	1.4	0.44	
MyD88	ACTC	ACTC	3	3	3	1	2	0.03	0.03	0.03	0.03	0.03	-3.65	1.5	0.3	
MyD88	RS14	RS14	27	27	27	1	29	0	0	0	0	0	-64.02	0.93	0.6	
MyD88	TASOR	TASOR	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	ACTG	ACTG	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	CPT1A	CPT1A	15	15	15	1	15	0	0	0	0	0	-32.06	1	0.6	
MyD88	ERAP1	ERAP1	10	10	10	1	8	0	0	0	0	0	-14.67	1.25	0.5	
MyD88	AKAP8	AKAP8	4	4	4	1	4	0	0	0	0	0	-9.25	1	0.6	
MyD88	ANXA3	ANXA3	7	7	7	1	0	1	1	1	1	1	11.65	70	0	
MyD88	SEC62	SEC62	1	1	1	1	2	0	0	0	0	0	-6.53	0.5	0.6	
MyD88	SEC63	SEC63	5	5	5	1	1	0.89	0.89	0.89	0.89	0.89	2.06	5	0.02	
MyD88	SHCAF	SHCAF	2	2	2	1	2	0	0	0	0	0	-5.1	1	0.6	
MyD88	CNTN3	CNTN3	2	2	2	1	1	0.17	0.17	0.17	0.17	0.17	-1.58	2	0.14	
MyD88	PAIRB	PAIRB	4	4	4	1	2	0.09	0.09	0.09	0.09	0.09	-2.27	2	0.25	
MyD88	RS10	RS10	9	9	9	1	9	0	0	0	0	0	-19.62	1	0.6	
MyD88	PGM2L	PGM2L	12	12	12	1	16	0	0	0	0	0	-40.31	0.75	0.6	
MyD88	DHX30	DHX30	14	14	14	1	2	1	1	1	1	1	9.46	7	0	
MyD88	LAMB3	LAMB3	1	1	1	1	3	0	0	0	0	0	-10.43	0.33	0.6	
MyD88	RS11	RS11	29	29	29	1	34	0	0	0	0	0	-79	0.85	0.6	
MyD88	ATP7A	ATP7A	1	1	1	1	1	0	0	0	0	0	-3.03	1	0.6	
MyD88	DHX36	DHX36	24	24	24	1	3	1	1	1	1	1	18	8	0	
MyD88	DHX37	DHX37	5	5	5	1	6	0	0	0	0	0	-14.84	0.83	0.6	
MyD88	COPZ1	COPZ1	4	4	4	1	7	0	0	0	0	0	-20.27	0.57	0.6	
MyD88	NEK7	NEK7	4	4	4	1	8	0	0	0	0	0	-24.17	0.5	0.6	
MyD88	DDX58	DDX58	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	SC24A	SC24A	14	14	14	1	2	1	1	1	1	1	9.46	7	0	
MyD88	ANXA7	ANXA7	17	17	17	1	0	1	1	1	1	1	26.9	170	0	
MyD88	SC24C	SC24C	6	6	6	1	1	0.96	0.96	0.96	0.96	0.96	3.27	6	0	
MyD88	MTREX	MTREX	8	8	8	1	11	0	0	0	0	0	-28.38	0.73	0.6	
MyD88	DDX52	DDX52	31	31	31	1	22	0	0	0	0	0	-33.78	1.41	0.57	
MyD88	DDX50	DDX50	1	1	1	1	0	0	0	0	0	0	1.11	10	0.6	
MyD88	U2AF2	U2AF2	5	5	5	1	1	0.89	0.89	0.89	0.89	0.89	2.06	5	0.02	
MyD88	DDX56	DDX56	10	10	10	1	15	0	0	0	0	0	-40	0.67	0.6	
MyD88	DDX54	DDX54	6	6	6	1	7	0	0	0	0	0	-16.91	0.86	0.6	
